1986 	56,683,000 	754,805 	660,735 	94,070 	13.3 	11.7 	1.7 	1.78
1987 	56,804,000 	775,405 	644,342 	131,063 	13.7 	11.3 	2.3 	1.81
1988 	56,916,000 	787,303 	649,178 	138,125 	13.8 	11.4 	2.4 	1.82
1989 	57,076,000 	777,036 	657,733 	119,303 	13.6 	11.5 	2.1 	1.79
1990 	57,237,500 	798,364 	641,799 	156,565 	13.9 	11.2 	2.7 	1.83
1991 	57,438,700 	792,269 	646,181 	146,088 	13.8 	11.3 	2.5 	1.82
1992 	57,584,500 	780,779 	634,238 	146,541 	13.6 	11.0 	2.5 	1.79
1993 	57,713,900 	761,526 	658,194 	103,332 	13.2 	11.4 	1.8 	1.76
1994 	57,862,100 	750,480 	626,222 	124,258 	13.0 	10.8 	2.1 	1.74
1995 	58,024,800 	731,882 	641,712 	90,170 	12.6 	11.1 	1.6 	1.71
1996 	58,164,400 	733,163 	638,879 	94,284 	12.6 	11.0 	1.6 	1.73
1997 	58,314,200 	726,622 	632,517 	94,105 	12.5 	10.8 	1.6 	1.72
1998 	58,474,900 	716,888 	627,592 	89,296 	12.3 	10.7 	1.5 	1.71
1999 	58,684,400 	699,976 	629,476 	70,500 	11.9 	10.7 	1.2 	1.68
2000 	58,886,100 	679,029 	610,579 	68,450 	11.5 	10.4 	1.2 	1.64
2001 	59,113,000 	669,123 	604,393 	64,730 	11.3 	10.2 	1.1 	1.63
2002 	59,365,700 	668,777 	608,045 	60,732 	11.3 	10.2 	1.0 	1.63
2003 	59,636,700 	695,549 	612,085 	83,464 	11.7 	10.3 	1.4 	1.70
2004 	59,950,400 	715,996 	584,791 	131,205 	11.9 	9.8 	2.2 	1.77
2005 	60,413,300 	722,549 	582,964 	139,585 	12.0 	9.6 	2.3 	1.76
2006 	60,827,100 	748,563 	572,224 	176,339 	12.3 	9.4 	2.9 	1.82
2007 	61,319,100 	772,245 	574,687 	197,558 	12.6 	9.4 	3.2 	1.87
2008 	61,823,800 	794,383 	579,697 	214,686 	12.8 	9.4 	3.5 	1.96
2009 	62,260,500 	790,204 	559,617 	230,587 	12.7 	9.0 	3.7 	1.89
2010 	62,759,500 	807,721 	561,666 	246,055 	12.9 	8.9 	3.9 	1.92
2011 	63,285,100 	807,776 	552,232 	255,544 	12.8 	8.7 	4.0 	1.91
2012 	63,705,000 	812,970 	569,024 	243,946 	12.8 	8.9 	3.8 	1.92
2013 	64,105,700 	778,803 	575,458 	203,345 	12.1 	9.0 	3.2 	1.83
2014 	64,596,800 	776,352 	570,341 	206,011 	12.0 	8.8 	3.2 	1.82
2015 	65,110,000 	777,165 	602,782 	174,383 	11.9 	9.3 	2.7 	1.80
2016 	65,648,100 	774,835 	595,659 	179,176 	11.8 	9.1 	2.7 	1.79
2017 	66,040,200 	755,066 	607,172 	147,894 	11.4 	9.2 	2.2 	1.74
2018 	66,435,600 	731,213 	616,014 	115,199 	11.0 	9.3 	1.7 	1.68
2019 	66,796,800 	712,699 	604,707 	107,992 	10.7 	9.1 	1.6 	1.63
2020 	67,081,234 	681,560 	689,629 	-8,069 	10.2 	10.3 	-0.1 	1.56
2021 	67,026,292 	694,685 	666,659 	28,026 	10.3 	9.9 	0.4 	1.54[91]
2022 		673,141 	657,278[citation needed] 	15,863 	10.0 	9.7[citation needed] 		
