Barbados,30966.67,24266.67,33600.00,31925.00,13900.00,22600.00,1350.00,17200.00,16075.00,18250.00,36200.00,32933.33,27300.00,27000.00,26600.00,13033.33,365
Brunei,21900.00,20233.33,24650.00,24500.00,7250.00,9166.67,0.00,29225.00,0.00,9000.00,36500.00,36500.00,36500.00,25425.00,23160.00,12166.67,365
Bhutan,19816.67,19900.00,25375.00,28325.00,13500.00,13533.33,14625.00,26300.00,17975.00,36500.00,36500.00,34500.00,36500.00,32125.00,28400.00,12166.67,365
Botswana,10366.67,11933.33,24400.00,23575.00,1100.00,18466.67,27700.00,9200.00,4300.00,4700.00,36500.00,31466.67,36500.00,26550.00,17420.00,11966.67,365
Central African Republic,300.00,0.00,0.00,0.00,0.00,12683.33,1000.00,18250.00,750.00,0.00,26100.00,17200.00,2000.00,19100.00,14640.00,5150.00,365
Canada,26683.33,27116.67,27325.00,31937.50,7675.00,14133.33,28975.00,36500.00,19025.00,18250.00,36500.00,24033.33,19800.00,22962.50,30320.00,27516.67,365
Switzerland,15766.67,24333.33,29150.00,31425.00,0.00,5866.67,0.00,27375.00,27375.00,0.00,36500.00,33933.33,36500.00,22300.00,26960.00,16166.67,365
Chile,24016.67,30416.67,25650.00,25562.50,11075.00,20300.00,27375.00,28500.00,22000.00,20000.00,36500.00,32600.00,36500.00,24500.00,25260.00,27816.67,365
China,26650.00,24700.00,26850.00,31500.00,12175.00,26516.67,25700.00,23250.00,9125.00,36500.00,36500.00,36500.00,36500.00,21025.00,28480.00,23816.67,365
Cote d'Ivoire,0.00,0.00,0.00,0.00,0.00,11900.00,0.00,18850.00,9600.00,33900.00,33900.00,28633.33,23550.00,35225.00,26420.00,566.67,365
Cameroon,5716.67,3966.67,18400.00,27375.00,1000.00,0.00,2900.00,12275.00,0.00,0.00,29500.00,21433.33,700.00,27375.00,15300.00,833.33,365
Democratic Republic of Congo,2833.33,7150.00,22075.00,16975.00,5100.00,18050.00,21950.00,9125.00,1750.00,11200.00,24250.00,12166.67,1600.00,26850.00,4020.00,2166.67,365
Congo,2733.33,10233.33,18400.00,28250.00,7700.00,19633.33,13675.00,14600.00,725.00,1300.00,31900.00,24066.67,2400.00,27375.00,25040.00,11633.33,365
Colombia,17600.00,21316.67,26800.00,28475.00,21350.00,21700.00,8775.00,20550.00,16800.00,36050.00,36500.00,25666.67,32500.00,24550.00,25820.00,13066.67,365
Comoros,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365
Cape Verde,12450.00,19416.67,33450.00,28525.00,0.00,12166.67,25575.00,9125.00,15325.00,27400.00,36500.00,34400.00,15600.00,25900.00,21800.00,12166.67,365
Costa Rica,23733.33,24333.33,36500.00,24400.00,0.00,12166.67,20950.00,9125.00,7900.00,18250.00,36500.00,27300.00,18250.00,27375.00,29220.00,21833.33,365
Cuba,26716.67,21333.33,28750.00,30275.00,24300.00,15000.00,23850.00,16775.00,5275.00,30400.00,36500.00,21966.67,33450.00,30250.00,24260.00,19983.33,365
Cyprus,17816.67,32933.33,34450.00,30575.00,14900.00,15550.00,7275.00,20425.00,36500.00,36500.00,36500.00,36500.00,36500.00,26425.00,29800.00,23366.67,365
Czech Republic,21200.00,20500.00,28250.00,25025.00,12425.00,6033.33,9500.00,24325.00,20825.00,26350.00,36500.00,36500.00,34200.00,24050.00,28600.00,27766.67,365
Germany,21516.67,24200.00,34475.00,34550.00,14100.00,15283.33,16075.00,23550.00,27375.00,0.00,36500.00,31300.00,29650.00,18250.00,29140.00,24333.33,365
Djibouti,11666.67,12166.67,18750.00,36500.00,11450.00,0.00,0.00,12475.00,7450.00,0.00,36500.00,24333.33,11500.00,32125.00,20700.00,0.00,365
Dominica,15800.00,13866.67,18000.00,25850.00,7400.00,16266.67,5400.00,18250.00,6650.00,0.00,36500.00,36500.00,36150.00,22650.00,31480.00,19533.33,365
Denmark,20233.33,23450.00,28075.00,23575.00,0.00,4616.67,0.00,26075.00,23200.00,1400.00,36500.00,35566.67,25950.00,19725.00,29840.00,24333.33,365
Dominican Republic,23300.00,17083.33,35150.00,31012.50,18250.00,20566.67,5375.00,16100.00,8375.00,0.00,32550.00,31900.00,18250.00,30550.00,26620.00,29966.67,365
Algeria,9633.33,16850.00,28625.00,35262.50,16350.00,14600.00,12875.00,22950.00,11450.00,20000.00,36500.00,23400.00,34100.00,27375.00,21160.00,15933.33,365
Ecuador,25266.67,18133.33,31475.00,32750.00,14950.00,11733.33,19175.00,17850.00,18250.00,36500.00,36500.00,28866.67,30000.00,26212.50,22540.00,24333.33,365
Egypt,16166.67,17000.00,35900.00,36050.00,2900.00,4966.67,1700.00,9125.00,18250.00,36500.00,36500.00,24333.33,8000.00,35900.00,19100.00,2300.00,365
Eritrea,8700.00,13233.33,36500.00,30500.00,23300.00,18666.67,22800.00,35600.00,0.00,9400.00,30150.00,36500.00,12850.00,25025.00,0.00,16066.67,365
Spain,12566.67,17733.33,31225.00,31937.50,0.00,15000.00,14400.00,23075.00,27375.00,36500.00,36500.00,29766.67,18250.00,29550.00,25840.00,13866.67,365
Estonia,15533.33,15383.33,20975.00,22475.00,0.00,2166.67,0.00,19700.00,10550.00,12800.00,36200.00,24566.67,26000.00,17200.00,29840.00,13166.67,365
Ethiopia,12166.67,12166.67,18250.00,27200.00,16450.00,0.00,2850.00,18025.00,0.00,0.00,36500.00,31100.00,21250.00,28275.00,21160.00,17566.67,365
Finland,15183.33,12616.67,21025.00,26662.50,0.00,7750.00,0.00,21600.00,36500.00,18250.00,36500.00,25400.00,25950.00,10875.00,28660.00,24333.33,365
Fiji,26900.00,25950.00,29300.00,28475.00,12775.00,23150.00,21050.00,28200.00,18250.00,34050.00,36500.00,25033.33,35100.00,18350.00,22620.00,19333.33,365
France,14333.33,24900.00,32825.00,31087.50,14500.00,11200.00,19325.00,27375.00,30400.00,0.00,36500.00,36500.00,18250.00,25637.50,30940.00,29633.33,365
Faeroe Islands,8600.00,12866.67,19100.00,17525.00,0.00,6300.00,3450.00,15900.00,13500.00,2400.00,34200.00,36500.00,36500.00,9425.00,20300.00,12000.00,365
Gabon,9933.33,12166.67,33450.00,27375.00,12200.00,23916.67,29550.00,18550.00,1875.00,20250.00,36500.00,33900.00,7400.00,27375.00,17540.00,22666.67,365
United Kingdom,16850.00,24566.67,25625.00,30637.50,14100.00,6166.67,11100.00,26950.00,27300.00,31900.00,36500.00,24333.33,18250.00,25300.00,31520.00,23616.67,365
Georgia,7816.67,18666.67,31200.00,36500.00,7150.00,12283.33,17075.00,15150.00,4125.00,14350.00,36500.00,24066.67,33250.00,27175.00,20160.00,9566.67,365
Ghana,1533.33,20483.33,33850.00,27000.00,0.00,5500.00,0.00,15950.00,0.00,0.00,36500.00,28066.67,32100.00,36500.00,21020.00,0.00,365
Guinea,10833.33,17050.00,33500.00,28650.00,4500.00,19066.67,30150.00,11425.00,350.00,700.00,36150.00,33333.33,28600.00,27925.00,21180.00,6616.67,365
Gambia,3000.00,1566.67,21000.00,24862.50,9600.00,1366.67,2050.00,14375.00,0.00,3150.00,34450.00,26700.00,36500.00,24900.00,22000.00,4466.67,365
Greece,18116.67,25516.67,28950.00,31512.50,26925.00,18983.33,30175.00,25625.00,27375.00,36500.00,36500.00,34266.67,36500.00,28150.00,27900.00,28433.33,365
Grenada,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365
Greenland,12166.67,10833.33,18200.00,19112.50,1700.00,3800.00,2300.00,29775.00,24525.00,0.00,36500.00,28666.67,33550.00,18150.00,26240.00,10100.00,365
Guatemala,19283.33,12233.33,27475.00,32050.00,18900.00,3800.00,3225.00,21700.00,9925.00,36500.00,36500.00,32166.67,13850.00,30875.00,18780.00,10833.33,365
Guam,14933.33,17866.67,29350.00,30075.00,8200.00,4566.67,2300.00,36500.00,1550.00,5100.00,36500.00,36500.00,36500.00,27375.00,31680.00,12166.67,365
Guyana,22166.67,19800.00,36500.00,36200.00,0.00,24333.33,9950.00,28225.00,16650.00,18250.00,36500.00,21333.33,36500.00,29675.00,25600.00,32533.33,365
Hong Kong,20233.33,22133.33,27650.00,34850.00,18250.00,12166.67,18250.00,24550.00,18250.00,36500.00,36500.00,36500.00,36500.00,18250.00,29580.00,36500.00,365
Honduras,29933.33,33133.33,36500.00,29600.00,7800.00,20833.33,36500.00,20300.00,10975.00,36500.00,36500.00,28300.00,6850.00,28025.00,17360.00,18900.00,365
Croatia,13533.33,15666.67,18250.00,28137.50,8500.00,366.67,800.00,19150.00,9125.00,24400.00,36500.00,35900.00,17250.00,24725.00,27530.00,19483.33,365
Haiti,9233.33,6733.33,22100.00,31650.00,8100.00,23200.00,5600.00,18000.00,17300.00,11200.00,36500.00,35200.00,34550.00,27375.00,12240.00,5333.33,365
Hungary,13333.33,15866.67,22300.00,29375.00,4800.00,11933.33,0.00,23725.00,9425.00,19300.00,36500.00,30533.33,19300.00,20025.00,31420.00,25266.67,365
Indonesia,23300.00,16783.33,27575.00,29912.50,11000.00,15350.00,36500.00,30050.00,9125.00,18250.00,36500.00,28566.67,29800.00,34125.00,19560.00,11766.67,365
India,23233.33,22216.67,25100.00,26650.00,19100.00,24133.33,23625.00,25350.00,0.00,21050.00,36500.00,28533.33,24400.00,35287.50,27920.00,28350.00,365
Ireland,17500.00,27366.67,32300.00,28675.00,9200.00,8600.00,12900.00,26950.00,36500.00,36500.00,36500.00,24333.33,35100.00,27375.00,27400.00,36500.00,365
Iran,26616.67,29850.00,34600.00,32087.50,8250.00,19350.00,28500.00,26450.00,9125.00,18250.00,35950.00,22900.00,18250.00,26687.50,20000.00,18300.00,365
Iraq,28866.67,24633.33,34100.00,26862.50,2100.00,22733.33,32850.00,24975.00,10675.00,18250.00,35500.00,32966.67,3650.00,30537.50,28540.00,3266.67,365
Iceland,13900.00,13116.67,18350.00,21250.00,2300.00,0.00,0.00,18750.00,32375.00,36500.00,36500.00,36500.00,33150.00,18975.00,29180.00,8600.00,365
Israel,18416.67,23016.67,30650.00,26125.00,5900.00,2616.67,3925.00,36500.00,36500.00,18250.00,36500.00,29666.67,36500.00,20762.50,35140.00,25566.67,365
Italy,21066.67,26516.67,33375.00,24400.00,24350.00,17500.00,27325.00,27375.00,18250.00,36500.00,36500.00,36300.00,36500.00,26550.00,28300.00,35233.33,365
Jamaica,16033.33,26850.00,35000.00,32537.50,19000.00,25866.67,36250.00,21775.00,8400.00,8400.00,28250.00,35300.00,36500.00,28250.00,22520.00,28433.33,365
Jordan,17200.00,14900.00,18250.00,19050.00,12150.00,15166.67,9000.00,23425.00,14450.00,2650.00,36500.00,32900.00,16750.00,21525.00,27860.00,2733.33,365
Japan,12900.00,12916.67,19025.00,9812.50,3250.00,12166.67,17400.00,36500.00,36500.00,35100.00,36500.00,15400.00,30950.00,9125.00,21720.00,27633.33,365
Kazakhstan,21133.33,18000.00,36500.00,35962.50,10475.00,9133.33,22225.00,27375.00,2550.00,4400.00,36500.00,13166.67,700.00,28100.00,27700.00,15450.00,365
Kenya,10516.67,17083.33,32800.00,25050.00,8950.00,21550.00,16475.00,15575.00,9100.00,14600.00,36500.00,28400.00,36500.00,32725.00,17040.00,21633.33,365
Kyrgyz Republic,16766.67,16933.33,27100.00,35187.50,10350.00,50.00,5300.00,13300.00,12075.00,30750.00,35800.00,28500.00,19200.00,22650.00,23480.00,100.00,365
Cambodia,26766.67,26666.67,30275.00,31325.00,23850.00,17450.00,22300.00,20750.00,6825.00,0.00,36500.00,12566.67,34550.00,26050.00,24820.00,17216.67,365
Kiribati,1500.00,0.00,900.00,8750.00,0.00,5000.00,0.00,36500.00,12800.00,0.00,36500.00,12166.67,0.00,3000.00,19200.00,0.00,365
South Korea,17266.67,15850.00,29925.00,35912.50,0.00,6033.33,9050.00,22225.00,18250.00,18250.00,36500.00,36500.00,36500.00,27062.50,24120.00,24333.33,365
Kuwait,31600.00,22733.33,32900.00,33175.00,6500.00,10733.33,8900.00,31775.00,9125.00,17200.00,36500.00,36500.00,31600.00,26837.50,29840.00,9400.00,365
Laos,15850.00,18366.67,21300.00,19525.00,16675.00,11866.67,17550.00,23425.00,25575.00,36500.00,32450.00,24333.33,27550.00,30975.00,22340.00,20000.00,365
Lebanon,16733.33,19400.00,27400.00,25550.00,22050.00,22433.33,26900.00,17625.00,5700.00,26100.00,36500.00,30800.00,18250.00,24625.00,22220.00,20933.33,365
Liberia,5166.67,21600.00,19825.00,25500.00,17000.00,2233.33,0.00,17475.00,4875.00,0.00,35250.00,36000.00,36300.00,28900.00,17800.00,2233.33,365
Libya,16900.00,15733.33,36500.00,35900.00,11300.00,12333.33,19900.00,23150.00,0.00,0.00,33900.00,16233.33,0.00,25800.00,20960.00,11600.00,365
Liechtenstein,12966.67,17233.33,22800.00,22125.00,500.00,11100.00,500.00,25325.00,0.00,0.00,36500.00,36500.00,36500.00,20825.00,25460.00,8066.67,365
Sri Lanka,25533.33,21666.67,33275.00,33612.50,19150.00,21866.67,26950.00,19800.00,0.00,36500.00,36500.00,36433.33,36500.00,30875.00,27160.00,22200.00,365
Lesotho,20100.00,19333.33,32300.00,29000.00,8550.00,23666.67,3150.00,16675.00,0.00,1500.00,36500.00,20633.33,16600.00,31425.00,17060.00,21966.67,365
Lithuania,18100.00,20933.33,29150.00,29100.00,200.00,7333.33,9775.00,18750.00,25675.00,31250.00,29400.00,29433.33,33850.00,19625.00,27320.00,26600.00,365
Luxembourg,14400.00,15100.00,18400.00,23725.00,4050.00,12166.67,0.00,27375.00,11525.00,20000.00,36500.00,35000.00,36500.00,18325.00,31060.00,18833.33,365
Latvia,22666.67,21033.33,29100.00,32950.00,2350.00,2433.33,0.00,21375.00,21450.00,18100.00,36500.00,24333.33,18250.00,23050.00,28360.00,3766.67,365
Macao,14166.67,4133.33,7650.00,8500.00,2150.00,0.00,425.00,25025.00,16300.00,28700.00,36500.00,36500.00,36500.00,18250.00,27720.00,4300.00,365
Morocco,10400.00,24333.33,32600.00,34925.00,19950.00,21166.67,28475.00,25200.00,11075.00,2200.00,32650.00,29233.33,19250.00,27375.00,21600.00,19366.67,365
Monaco,9666.67,18650.00,25950.00,31875.00,2000.00,10900.00,2400.00,15675.00,22775.00,7000.00,36500.00,34800.00,35750.00,24000.00,30460.00,22433.33,365
Moldova,16600.00,20200.00,35175.00,34987.50,5050.00,8733.33,5475.00,17150.00,9125.00,18250.00,36500.00,31366.67,13050.00,25562.50,17520.00,28700.00,365
Madagascar,14200.00,15000.00,11150.00,17962.50,3250.00,13983.33,12500.00,28225.00,6500.00,3000.00,33150.00,28733.33,12950.00,31487.50,19700.00,7950.00,365
Mexico,24966.67,20316.67,16375.00,7425.00,10100.00,9483.33,27075.00,9125.00,1950.00,20200.00,36500.00,12166.67,29450.00,30875.00,25300.00,12166.67,365
Mali,11066.67,24233.33,35750.00,27375.00,0.00,4633.33,0.00,10375.00,900.00,0.00,35400.00,31866.67,35800.00,27375.00,19120.00,2833.33,365
Malta,16600.00,19700.00,27500.00,36500.00,0.00,0.00,6000.00,27375.00,27375.00,18250.00,36500.00,36500.00,36500.00,32425.00,31280.00,16700.00,365
Myanmar,33716.67,22266.67,32225.00,33875.00,13750.00,21166.67,17650.00,30900.00,16925.00,36500.00,34225.00,29300.00,26550.00,36287.50,20480.00,11100.00,365
Mongolia,26100.00,18950.00,25850.00,32312.50,5825.00,11750.00,16175.00,19850.00,5800.00,35800.00,36500.00,33100.00,23350.00,33950.00,21160.00,3050.00,365
Mozambique,10616.67,15066.67,35250.00,28000.00,15450.00,19566.67,600.00,10750.00,0.00,0.00,36500.00,10466.67,25200.00,27275.00,21920.00,12466.67,365
Mauritania,4866.67,9266.67,27800.00,19475.00,1350.00,16900.00,5050.00,10675.00,3750.00,0.00,35250.00,31566.67,20900.00,27375.00,18260.00,6600.00,365
Mauritius,20383.33,21533.33,21600.00,25100.00,7650.00,7600.00,11425.00,25875.00,27700.00,34100.00,36500.00,35700.00,36500.00,29100.00,25720.00,12000.00,365
Malawi,6233.33,15800.00,19600.00,24675.00,9950.00,7100.00,1050.00,17900.00,10675.00,8850.00,36500.00,32600.00,23050.00,21900.00,27620.00,4133.33,365
Malaysia,25016.67,20583.33,31175.00,30225.00,14150.00,14850.00,28500.00,25450.00,18100.00,36500.00,35800.00,36500.00,22650.00,27375.00,24220.00,25166.67,365
Namibia,9316.67,12033.33,20200.00,25237.50,8750.00,18766.67,7975.00,10750.00,175.00,1500.00,36100.00,31933.33,35800.00,26850.00,20260.00,18000.00,365
Niger,0.00,3633.33,28775.00,16000.00,0.00,0.00,0.00,18250.00,0.00,22400.00,15100.00,33700.00,7900.00,24550.00,17480.00,7000.00,365
Nigeria,9816.67,13166.67,19300.00,27375.00,11600.00,23200.00,4350.00,18100.00,0.00,0.00,35450.00,19766.67,14350.00,27925.00,22680.00,13833.33,365
Nicaragua,266.67,0.00,0.00,0.00,0.00,0.00,0.00,8600.00,0.00,2800.00,15050.00,21533.33,0.00,10287.50,15040.00,19333.33,365
Netherlands,18133.33,25900.00,31950.00,22500.00,12650.00,10200.00,8800.00,27375.00,36500.00,10000.00,36500.00,29000.00,25950.00,19475.00,28100.00,21900.00,365
Norway,15450.00,17933.33,20175.00,22912.50,12600.00,9466.67,7300.00,22750.00,27375.00,0.00,36500.00,28766.67,36500.00,13350.00,27660.00,20233.33,365
Nepal,19550.00,17416.67,25475.00,18337.50,17900.00,12433.33,12175.00,19425.00,13225.00,17750.00,36500.00,30500.00,17550.00,36300.00,21720.00,19766.67,365
New Zealand,11700.00,11350.00,12375.00,12512.50,9525.00,6350.00,11550.00,36500.00,18250.00,29100.00,36500.00,25533.33,36500.00,20025.00,22620.00,12400.00,365
Oman,18083.33,17333.33,33350.00,35500.00,9200.00,13333.33,5400.00,28750.00,18950.00,12950.00,33100.00,36500.00,20900.00,25125.00,28780.00,10266.67,365
Pakistan,19650.00,25850.00,24250.00,28125.00,9650.00,18433.33,12700.00,17500.00,13900.00,36050.00,36500.00,34233.33,21650.00,31800.00,24890.00,19700.00,365
Panama,30416.67,26700.00,29500.00,30450.00,14850.00,21816.67,13475.00,17025.00,18250.00,24300.00,36500.00,34433.33,36500.00,36500.00,22980.00,11766.67,365
Peru,20400.00,22400.00,33825.00,36500.00,15150.00,23200.00,22400.00,25475.00,18250.00,19300.00,36500.00,29633.33,24950.00,34875.00,23220.00,17783.33,365
Philippines,27666.67,21133.33,27375.00,27562.50,18900.00,18250.00,30775.00,27725.00,2950.00,650.00,35200.00,32866.67,32650.00,32650.00,20800.00,24116.67,365
Papua New Guinea,7383.33,16033.33,24875.00,26000.00,18750.00,12716.67,21925.00,21325.00,0.00,20650.00,36500.00,21200.00,22950.00,27275.00,19940.00,9400.00,365
Poland,18950.00,19700.00,25600.00,26850.00,8800.00,12100.00,10400.00,20625.00,36500.00,26000.00,36500.00,24333.33,18250.00,20100.00,29880.00,16300.00,365
Puerto Rico,18566.67,13433.33,23600.00,13675.00,3575.00,9533.33,4075.00,15375.00,12300.00,16900.00,36500.00,33300.00,36500.00,25800.00,26880.00,13433.33,365
Portugal,15216.67,26133.33,36300.00,32050.00,11700.00,10500.00,6525.00,25675.00,18250.00,36500.00,36500.00,36500.00,29900.00,25400.00,29080.00,24333.33,365
Paraguay,19366.67,18000.00,22450.00,27175.00,3150.00,19000.00,0.00,15375.00,11500.00,1000.00,36500.00,25433.33,36500.00,27200.00,19260.00,14466.67,365
Palestine,21266.67,10166.67,28775.00,27825.00,21350.00,18550.00,32300.00,36300.00,0.00,0.00,36100.00,15800.00,4600.00,25612.50,20320.00,17566.67,365
Qatar,18866.67,19100.00,36500.00,35650.00,21400.00,13900.00,10450.00,20225.00,32850.00,10250.00,36500.00,34433.33,36500.00,30225.00,29700.00,16033.33,365
Kosovo,13366.67,15966.67,20350.00,25550.00,10600.00,16066.67,10200.00,18650.00,5800.00,23200.00,29700.00,35433.33,19550.00,29400.00,23920.00,13800.00,365
Romania,21333.33,14500.00,20150.00,29925.00,4925.00,14316.67,21850.00,21775.00,27375.00,25850.00,36500.00,31466.67,28150.00,32075.00,33020.00,15133.33,365
Russia,12950.00,11666.67,24275.00,20662.50,0.00,8900.00,12775.00,23825.00,20800.00,16250.00,36500.00,30266.67,27100.00,20575.00,32300.00,14183.33,365
Rwanda,13766.67,24650.00,25200.00,29700.00,18275.00,23583.33,11275.00,15025.00,6075.00,24300.00,36500.00,21133.33,36500.00,26850.00,17480.00,16766.67,365
Saudi Arabia,31233.33,18300.00,36500.00,27375.00,10650.00,0.00,12200.00,27650.00,17625.00,11750.00,36500.00,35566.67,34750.00,27375.00,34800.00,12166.67,365
Sudan,13833.33,6483.33,6850.00,7500.00,0.00,3466.67,0.00,15875.00,8100.00,0.00,32800.00,26900.00,20300.00,24475.00,20460.00,13300.00,365
Senegal,8600.00,8916.67,13600.00,5587.50,2650.00,4500.00,3200.00,19525.00,1350.00,1350.00,34800.00,35233.33,28650.00,29350.00,22680.00,4733.33,365
Singapore,16250.00,24333.33,18250.00,35800.00,0.00,12166.67,0.00,25700.00,36500.00,36500.00,36500.00,36500.00,36500.00,36500.00,29480.00,31333.33,365
Solomon Islands,0.00,0.00,15950.00,0.00,5800.00,0.00,8500.00,30850.00,0.00,0.00,36500.00,18400.00,0.00,9500.00,18880.00,0.00,365
Sierra Leone,15133.33,21066.67,25500.00,17025.00,18250.00,10366.67,1050.00,13250.00,0.00,0.00,36150.00,34166.67,20550.00,28725.00,22500.00,6933.33,365
El Salvador,15100.00,11966.67,24850.00,4900.00,0.00,3433.33,2200.00,12325.00,14200.00,14000.00,36500.00,36100.00,2900.00,35900.00,25020.00,9566.67,365
San Marino,15733.33,15100.00,35700.00,36500.00,2150.00,12666.67,8250.00,11025.00,18250.00,36500.00,36500.00,24533.33,36500.00,23550.00,27780.00,12100.00,365
Somalia,5700.00,10866.67,16400.00,23600.00,0.00,11100.00,500.00,12125.00,0.00,14000.00,27450.00,30766.67,20650.00,25600.00,16060.00,9000.00,365
Serbia,14566.67,15466.67,24500.00,26300.00,4150.00,9600.00,3950.00,11100.00,32050.00,18250.00,36500.00,33600.00,29800.00,24700.00,33000.00,17466.67,365
South Sudan,10200.00,10500.00,14000.00,32625.00,5900.00,10600.00,10550.00,17450.00,5950.00,0.00,36500.00,22066.67,16250.00,21487.50,17440.00,11933.33,365
Suriname,28100.00,24400.00,36500.00,35250.00,11800.00,24333.33,15000.00,29100.00,14250.00,9400.00,36500.00,31533.33,18150.00,35075.00,24740.00,19733.33,365
Slovak Republic,18616.67,19400.00,30050.00,32587.50,0.00,11400.00,10700.00,18250.00,32200.00,36500.00,34900.00,35933.33,24650.00,26612.50,31240.00,25633.33,365
Slovenia,19916.67,26800.00,34400.00,31925.00,3950.00,8266.67,10775.00,17750.00,27200.00,22650.00,35850.00,34600.00,27100.00,26975.00,25340.00,14266.67,365
Sweden,5650.00,11833.33,22000.00,25750.00,9750.00,9033.33,9750.00,27375.00,20475.00,9550.00,36500.00,24333.33,11100.00,5825.00,27160.00,25466.67,365
Eswatini,22650.00,12900.00,23000.00,28850.00,13650.00,21000.00,32400.00,11150.00,9600.00,10700.00,36500.00,30000.00,30700.00,35950.00,24200.00,19266.67,365
Seychelles,26533.33,20983.33,34275.00,34850.00,18400.00,21200.00,22350.00,18975.00,11700.00,350.00,35450.00,31033.33,33850.00,24775.00,31760.00,18333.33,365
Syria,22550.00,16633.33,18825.00,8950.00,800.00,6500.00,14200.00,9125.00,0.00,0.00,29800.00,12166.67,11100.00,22287.50,16180.00,0.00,365
