NazwaKraju,RodzajOkresu,NumerOkresu,Zgony2018,Zgony2019,Zgony2020
Czarnogóra,T,52,146,106,192
Holandia,T,1,3344,3061,3103
Holandia,T,2,3363,3261,3364
Holandia,T,3,3365,3153,3157
Holandia,T,4,3323,3180,3046
Holandia,T,5,3405,3144,3164
Holandia,T,6,3514,3186,3196
Holandia,T,7,3661,3253,3198
Holandia,T,8,3692,3223,2959
Holandia,T,9,3936,3066,3098
Holandia,T,10,4096,3173,3107
Holandia,T,11,3733,3228,3218
Holandia,T,12,3435,3043,3614
Holandia,T,13,3225,3014,4458
Holandia,T,14,3041,2900,5085
Holandia,T,15,2862,2901,4982
Holandia,T,16,2760,3040,4308
Holandia,T,17,2665,2959,3910
Holandia,T,18,2645,2808,3383
Holandia,T,19,2644,2774,2989
Holandia,T,20,2608,2820,2777
Holandia,T,21,2674,2873,2770
Holandia,T,22,2775,2733,2732
Holandia,T,23,2676,2737,2682
Holandia,T,24,2556,2649,2689
Holandia,T,25,2600,2696,2696
Holandia,T,26,2621,2836,2659
Holandia,T,27,2731,2726,2638
Holandia,T,28,2675,2763,2619
Holandia,T,29,2705,2585,2528
Holandia,T,30,2768,3009,2673
Holandia,T,31,2761,2733,2666
Holandia,T,32,2750,2630,2642
Holandia,T,33,2610,2612,3209
Holandia,T,34,2620,2618,2856
Holandia,T,35,2528,2786,2735
Holandia,T,36,2611,2556,2692
Holandia,T,37,2539,2644,2742
Holandia,T,38,2706,2582,2721
Holandia,T,39,2700,2753,2891
Holandia,T,40,2810,2717,3002
Holandia,T,41,2762,2912,3022
Holandia,T,42,2742,2880,3222
Holandia,T,43,2673,2869,3448
Holandia,T,44,2816,2857,3687
Holandia,T,45,2801,3016,3589
Holandia,T,46,2760,3063,3580
Holandia,T,47,2856,3026,3335
Holandia,T,48,2910,3041,3405
Holandia,T,49,2973,3019,3530
Holandia,T,50,3016,3166,3615
Holandia,T,51,3045,3247,3909
Holandia,T,52,2904,3022,3867
Nowa Kaledonia,M,1,130,139,134
Nowa Kaledonia,M,2,104,94,138
Nowa Kaledonia,M,3,139,127,149
Nowa Kaledonia,M,4,112,141,93
Nowa Kaledonia,M,5,148,160,139
Nowa Kaledonia,M,6,154,134,137
Nowa Kaledonia,M,7,144,182,151
Nowa Kaledonia,M,8,125,158,141
Nowa Kaledonia,M,9,140,122,112
Nowa Kaledonia,M,10,117,147,138
Nowa Kaledonia,M,11,117,125,103
Nowa Kaledonia,M,12,126,98,119
Nowa Zelandia,T,1,582,609,591
Nowa Zelandia,T,2,611,604,581
Nowa Zelandia,T,3,576,625,641
Nowa Zelandia,T,4,653,589,609
Nowa Zelandia,T,5,591,544,615
Nowa Zelandia,T,6,624,557,588
Nowa Zelandia,T,7,542,558,618
Nowa Zelandia,T,8,583,571,622
Nowa Zelandia,T,9,572,618,595
Nowa Zelandia,T,10,602,626,611
Nowa Zelandia,T,11,617,675,601
Nowa Zelandia,T,12,605,632,619
Nowa Zelandia,T,13,571,637,613
Nowa Zelandia,T,14,583,640,628
Nowa Zelandia,T,15,596,648,651
Nowa Zelandia,T,16,663,690,664
Nowa Zelandia,T,17,632,637,632
Nowa Zelandia,T,18,608,637,561
Nowa Zelandia,T,19,623,669,629
Nowa Zelandia,T,20,654,630,617
Nowa Zelandia,T,21,638,702,608
Nowa Zelandia,T,22,707,725,603
Nowa Zelandia,T,23,653,726,623
Nowa Zelandia,T,24,679,701,643
Nowa Zelandia,T,25,684,720,642
Nowa Zelandia,T,26,673,760,621
Nowa Zelandia,T,27,650,744,618
Nowa Zelandia,T,28,667,796,617
Nowa Zelandia,T,29,711,736,693
Nowa Zelandia,T,30,714,728,683
Nowa Zelandia,T,31,683,733,676
Nowa Zelandia,T,32,697,756,643
Nowa Zelandia,T,33,720,692,634
Nowa Zelandia,T,34,725,670,655
Nowa Zelandia,T,35,707,698,601
Nowa Zelandia,T,36,682,665,630
Nowa Zelandia,T,37,674,697,624
Nowa Zelandia,T,38,691,668,605
Nowa Zelandia,T,39,619,681,611
Nowa Zelandia,T,40,652,688,651
Nowa Zelandia,T,41,666,713,609
Nowa Zelandia,T,42,647,609,615
Nowa Zelandia,T,43,626,612,689
Nowa Zelandia,T,44,626,646,584
Nowa Zelandia,T,45,636,611,631
Nowa Zelandia,T,46,603,620,586
Nowa Zelandia,T,47,609,585,612
Nowa Zelandia,T,48,574,640,650
Nowa Zelandia,T,49,581,571,642
Nowa Zelandia,T,50,588,638,639
Nowa Zelandia,T,51,614,596,670
Nowa Zelandia,T,52,569,565,625
Nikaragua,M,1,2014,2101,2143
Nikaragua,M,2,1686,1823,1940
Nikaragua,M,3,1990,2041,1986
Nikaragua,M,4,1972,2021,2122
Nikaragua,M,5,2037,2122,5615
Nikaragua,M,6,1996,2165,5581
Nikaragua,M,7,2103,2195,3207
Nikaragua,M,8,1995,2137,2354
Nikaragua,M,9,2001,2197,2007
Nikaragua,M,10,2217,2345,2133
Nikaragua,M,11,2168,2111,2228
Nikaragua,M,12,2117,2082,2322
Macedonia Północna,M,1,1747,1868,1774
Macedonia Północna,M,2,1787,1860,1653
Macedonia Północna,M,3,1789,1903,1674
Macedonia Północna,M,4,1599,1644,1753
Macedonia Północna,M,5,1531,1827,1657
Macedonia Północna,M,6,1462,1457,1937
Macedonia Północna,M,7,1542,1674,1903
Macedonia Północna,M,8,1523,1590,1846
Macedonia Północna,M,9,1537,1437,1765
Macedonia Północna,M,10,1679,1746,2312
Macedonia Północna,M,11,1651,1574,3847
Macedonia Północna,M,12,1880,1832,3287
Norwegia,T,1,938,871,862
Norwegia,T,2,872,827,952
Norwegia,T,3,945,811,837
Norwegia,T,4,857,834,862
Norwegia,T,5,881,889,815
Norwegia,T,6,904,843,796
Norwegia,T,7,927,914,855
Norwegia,T,8,917,828,813
Norwegia,T,9,907,819,836
Norwegia,T,10,950,833,799
Norwegia,T,11,867,836,826
Norwegia,T,12,905,805,809
Norwegia,T,13,807,789,854
Norwegia,T,14,819,781,831
Norwegia,T,15,827,757,840
Norwegia,T,16,778,761,816
Norwegia,T,17,781,799,777
Norwegia,T,18,756,773,749
Norwegia,T,19,738,772,741
Norwegia,T,20,714,732,686
Norwegia,T,21,692,741,740
Norwegia,T,22,757,728,662
Norwegia,T,23,713,707,677
Norwegia,T,24,671,735,730
Norwegia,T,25,703,723,739
Norwegia,T,26,741,767,684
Norwegia,T,27,775,735,697
Norwegia,T,28,737,732,668
Norwegia,T,29,720,741,754
Norwegia,T,30,773,721,729
Norwegia,T,31,677,727,746
Norwegia,T,32,705,705,738
Norwegia,T,33,694,733,734
Norwegia,T,34,754,677,745
Norwegia,T,35,715,779,699
Norwegia,T,36,694,713,710
Norwegia,T,37,705,707,785
Norwegia,T,38,720,755,773
Norwegia,T,39,712,818,743
Norwegia,T,40,701,710,783
Norwegia,T,41,714,786,743
Norwegia,T,42,744,782,713
Norwegia,T,43,696,792,796
Norwegia,T,44,814,774,791
Norwegia,T,45,776,786,777
Norwegia,T,46,736,845,780
Norwegia,T,47,720,784,800
Norwegia,T,48,802,776,774
Norwegia,T,49,821,850,788
Norwegia,T,50,759,780,841
Norwegia,T,51,802,771,823
Norwegia,T,52,871,804,830
Oman,M,1,874,813,817
Oman,M,2,706,676,696
Oman,M,3,771,763,817
Oman,M,4,721,659,694
Oman,M,5,687,677,758
Oman,M,6,701,684,868
Oman,M,7,733,683,1029
Oman,M,8,771,751,1007
Oman,M,9,706,730,1073
Oman,M,10,768,707,1070
Oman,M,11,715,707,893
Oman,M,12,826,731,863
Palestyna,M,1,1159,1460,1329
Palestyna,M,2,1093,1132,1194
Palestyna,M,3,1003,1232,1105
Palestyna,M,4,963,1049,889
Palestyna,M,5,1034,1029,1044
Palestyna,M,6,929,914,883
Palestyna,M,7,979,882,1045
Palestyna,M,8,986,977,1048
Palestyna,M,9,916,865,1149
Palestyna,M,10,996,929,1165
Palestyna,M,11,1103,955,1357
Palestyna,M,12,1135,1178,1898
Panama,M,1,1586,1807,2032
Panama,M,2,1412,1522,1531
Panama,M,3,1589,1534,1287
Panama,M,4,1657,1704,69
Panama,M,5,1573,1692,2483
Panama,M,6,1555,1745,2284
Panama,M,7,1639,2001,2742
Panama,M,8,1651,1713,2668
Panama,M,9,1729,1688,2401
Panama,M,10,1820,1746,2131
Panama,M,11,1735,1533,2108
Panama,M,12,1774,1647,2140
Paragwaj,M,1,2520,2714,2862
Paragwaj,M,2,2295,2394,2867
Paragwaj,M,3,2529,2647,3009
Paragwaj,M,4,2486,2515,2570
Paragwaj,M,5,2700,2877,2676
Paragwaj,M,6,2921,3238,2824
Paragwaj,M,7,3024,3264,2990
Paragwaj,M,8,3249,3104,3452
Paragwaj,M,9,2818,2882,3412
Paragwaj,M,10,2610,2855,3423
Paragwaj,M,11,2410,2605,3104
Paragwaj,M,12,2750,2729,3555
Peru,T,1,1987,2238,2545
Peru,T,2,1980,2126,2613
Peru,T,3,1922,2132,2508
Peru,T,4,1953,2126,2574
Peru,T,5,1888,2345,2443
Peru,T,6,1914,2307,2561
Peru,T,7,2024,2251,2593
Peru,T,8,1948,2317,2601
Peru,T,9,1947,2372,2654
Peru,T,10,1893,2293,2604
Peru,T,11,1972,2252,2659
Peru,T,12,1970,2107,2412
Peru,T,13,1984,2110,2364
Peru,T,14,2100,2039,2580
Peru,T,15,1835,2096,2720
Peru,T,16,1985,2139,3308
Peru,T,17,1991,2023,4163
Peru,T,18,2129,2042,5117
Peru,T,19,2001,1981,5864
Peru,T,20,2118,2021,6442
Peru,T,21,2294,1995,6809
Peru,T,22,2288,2080,6969
Peru,T,23,2347,2124,7079
Peru,T,24,2442,2169,7120
Peru,T,25,2496,2257,6954
Peru,T,26,2454,2182,6492
Peru,T,27,2477,2234,6558
Peru,T,28,2320,2182,6835
Peru,T,29,2389,2255,7117
Peru,T,30,2377,2265,7181
Peru,T,31,2388,2231,7251
Peru,T,32,2373,2356,7429
Peru,T,33,2286,2206,7042
Peru,T,34,2217,2183,6393
Peru,T,35,2312,2296,5845
Peru,T,36,2288,2189,4975
Peru,T,37,2224,2243,4527
Peru,T,38,2259,2367,4150
Peru,T,39,2328,2243,3740
Peru,T,40,2244,2242,3480
Peru,T,41,2286,2212,3394
Peru,T,42,2296,2333,3277
Peru,T,43,2296,2220,3229
Peru,T,44,2243,2343,3052
Peru,T,45,2244,2263,3136
Peru,T,46,2059,2222,3116
Peru,T,47,2015,2198,3028
Peru,T,48,2029,2197,2953
Peru,T,49,2147,2251,2993
Peru,T,50,2169,2207,3107
Peru,T,51,2181,2172,3304
Peru,T,52,2204,2325,3412
Filipiny,M,1,52126,57701,53500
Filipiny,M,2,45236,48798,46256
Filipiny,M,3,48366,51109,45996
Filipiny,M,4,47626,50247,44768
Filipiny,M,5,49662,52108,50251
Filipiny,M,6,46353,49028,48484
Filipiny,M,7,49424,49494,54412
Filipiny,M,8,51375,50265,56827
Filipiny,M,9,49444,52035,53953
Filipiny,M,10,50917,54980,54200
Filipiny,M,11,48736,52787,51558
Filipiny,M,12,51444,51862,53731
Polska,T,1,8372,8668,8463
Polska,T,2,8078,8586,8242
Polska,T,3,8639,8700,8059
Polska,T,4,8793,8798,8015
Polska,T,5,8987,9362,8560
Polska,T,6,9088,9269,8343
Polska,T,7,9128,9241,8624
Polska,T,8,9333,8717,8474
Polska,T,9,9864,8620,8471
Polska,T,10,10094,8388,8364
Polska,T,11,9472,8183,8410
Polska,T,12,9061,8025,8322
Polska,T,13,8689,7795,8148
Polska,T,14,8571,7783,7991
Polska,T,15,8216,7699,7996
Polska,T,16,7748,7730,8184
Polska,T,17,7584,8082,7743
Polska,T,18,7373,7485,7757
Polska,T,19,7311,7502,7581
Polska,T,20,7061,7435,7558
Polska,T,21,7309,7586,7546
Polska,T,22,7695,7445,7632
Polska,T,23,7177,7966,7808
Polska,T,24,7035,8240,7740
Polska,T,25,7068,7183,7395
Polska,T,26,7002,7352,7375
Polska,T,27,7353,7074,7657
Polska,T,28,7160,7113,7309
Polska,T,29,7178,7439,7505
Polska,T,30,7674,7660,7569
Polska,T,31,8007,7268,7787
Polska,T,32,7305,7186,7952
Polska,T,33,6850,6955,8071
Polska,T,34,6877,7040,7947
Polska,T,35,6934,7845,7443
Polska,T,36,7189,6957,7557
Polska,T,37,7142,6970,7704
Polska,T,38,7474,7391,8231
Polska,T,39,7398,7985,8219
Polska,T,40,7848,7689,8413
Polska,T,41,7567,7819,9187
Polska,T,42,7539,7803,10231
Polska,T,43,7754,7628,12364
Polska,T,44,7765,7637,14743
Polska,T,45,7614,7602,16244
Polska,T,46,7590,7551,15633
Polska,T,47,7709,7527,14828
Polska,T,48,7927,7677,13627
Polska,T,49,8094,7919,12982
Polska,T,50,7917,7942,12018
Polska,T,51,8162,8158,11679
Polska,T,52,8537,7949,12128
Portugalia,T,1,2851,2621,2510
Portugalia,T,2,2803,2884,2664
Portugalia,T,3,2805,2985,2772
Portugalia,T,4,2693,3021,2671
Portugalia,T,5,2619,2899,2691
Portugalia,T,6,2783,2779,2490
Portugalia,T,7,2815,2711,2289
Portugalia,T,8,2777,2546,2361
Portugalia,T,9,2656,2441,2309
Portugalia,T,10,2387,2329,2182
Portugalia,T,11,2371,2258,2363
Portugalia,T,12,2234,2199,2440
Portugalia,T,13,2356,2135,2544
Portugalia,T,14,2354,2097,2654
Portugalia,T,15,2276,2132,2609
Portugalia,T,16,2197,2096,2389
Portugalia,T,17,2117,2084,2311
Portugalia,T,18,2012,2081,2174
Portugalia,T,19,1970,1988,2171
Portugalia,T,20,2066,1931,2056
Portugalia,T,21,1982,1919,2070
Portugalia,T,22,1883,1948,2334
Portugalia,T,23,1977,1841,2023
Portugalia,T,24,1928,1873,1870
Portugalia,T,25,2104,1916,1940
Portugalia,T,26,1936,1919,2121
Portugalia,T,27,1765,1882,2061
Portugalia,T,28,1771,1898,2235
Portugalia,T,29,1816,1821,2651
Portugalia,T,30,1824,1841,2439
Portugalia,T,31,2250,1843,2217
Portugalia,T,32,2199,1838,2089
Portugalia,T,33,1939,1769,1941
Portugalia,T,34,1960,1938,2013
Portugalia,T,35,1766,1880,2076
Portugalia,T,36,1837,1933,2062
Portugalia,T,37,1796,1808,2238
Portugalia,T,38,1867,1899,2126
Portugalia,T,39,1828,1822,1890
Portugalia,T,40,1890,1901,2139
Portugalia,T,41,1935,1860,2157
Portugalia,T,42,1943,1909,2213
Portugalia,T,43,1996,2131,2228
Portugalia,T,44,2043,2134,2473
Portugalia,T,45,2124,2097,2562
Portugalia,T,46,2093,2148,2737
Portugalia,T,47,2071,2233,2706
Portugalia,T,48,2132,2241,2698
Portugalia,T,49,2150,2128,2849
Portugalia,T,50,2129,2290,3029
Portugalia,T,51,2249,2284,2920
Portugalia,T,52,2367,2313,2800
Portoryko,T,1,685,664,545
Portoryko,T,2,656,612,585
Portoryko,T,3,646,637,660
Portoryko,T,4,608,621,619
Portoryko,T,5,617,614,576
Portoryko,T,6,598,613,597
Portoryko,T,7,601,618,611
Portoryko,T,8,576,567,603
Portoryko,T,9,690,580,619
Portoryko,T,10,586,573,618
Portoryko,T,11,625,548,606
Portoryko,T,12,577,569,616
Portoryko,T,13,540,531,639
Portoryko,T,14,557,521,572
Portoryko,T,15,515,527,592
Portoryko,T,16,498,532,558
Portoryko,T,17,496,570,545
Portoryko,T,18,530,559,542
Portoryko,T,19,565,524,562
Portoryko,T,20,547,580,539
Portoryko,T,21,517,615,551
Portoryko,T,22,503,572,561
Portoryko,T,23,520,574,586
Portoryko,T,24,575,567,560
Portoryko,T,25,492,586,590
Portoryko,T,26,512,589,543
Portoryko,T,27,574,583,556
Portoryko,T,28,549,587,592
Portoryko,T,29,519,565,591
Portoryko,T,30,505,509,603
Portoryko,T,31,506,509,644
Portoryko,T,32,516,531,649
Portoryko,T,33,548,565,667
Portoryko,T,34,523,519,684
Portoryko,T,35,531,533,605
Portoryko,T,36,498,516,632
Portoryko,T,37,506,567,625
Portoryko,T,38,512,544,612
Portoryko,T,39,552,558,625
Portoryko,T,40,511,508,594
Portoryko,T,41,476,525,648
Portoryko,T,42,547,568,613
Portoryko,T,43,557,519,600
Portoryko,T,44,529,527,611
Portoryko,T,45,531,580,628
Portoryko,T,46,537,549,624
Portoryko,T,47,595,581,677
Portoryko,T,48,541,616,682
Portoryko,T,49,586,552,677
Portoryko,T,50,609,526,679
Portoryko,T,51,571,570,711
Portoryko,T,52,624,544,689
Katar,M,1,208,168,192
Katar,M,2,207,162,198
Katar,M,3,200,185,221
Katar,M,4,208,187,166
Katar,M,5,199,197,238
Katar,M,6,173,190,303
Katar,M,7,186,177,269
Katar,M,8,212,157,209
Katar,M,9,182,191,216
Katar,M,10,199,183,226
Katar,M,11,207,201,168
Katar,M,12,204,202,221
Reunion,T,1,98,107,87
Reunion,T,2,89,98,96
Reunion,T,3,101,97,93
Reunion,T,4,100,94,106
Reunion,T,5,95,107,87
Reunion,T,6,90,95,99
Reunion,T,7,98,94,107
Reunion,T,8,95,99,83
Reunion,T,9,102,114,77
Reunion,T,10,100,93,99
Reunion,T,11,91,118,102
Reunion,T,12,97,93,102
Reunion,T,13,112,91,87
Reunion,T,14,90,87,93
Reunion,T,15,89,72,80
Reunion,T,16,91,96,102
Reunion,T,17,97,88,69
Reunion,T,18,82,74,100
Reunion,T,19,104,105,106
Reunion,T,20,111,86,84
Reunion,T,21,97,91,89
Reunion,T,22,89,84,103
Reunion,T,23,98,94,108
Reunion,T,24,99,81,120
Reunion,T,25,113,97,101
Reunion,T,26,100,102,105
Reunion,T,27,97,94,98
Reunion,T,28,100,112,101
Reunion,T,29,84,104,99
Reunion,T,30,119,104,113
Reunion,T,31,98,97,108
Reunion,T,32,99,88,99
Reunion,T,33,88,84,124
Reunion,T,34,98,89,103
Reunion,T,35,94,96,107
Reunion,T,36,88,104,105
Reunion,T,37,83,106,99
Reunion,T,38,77,111,105
Reunion,T,39,111,102,92
Reunion,T,40,109,100,109
Reunion,T,41,116,101,103
Reunion,T,42,97,119,87
Reunion,T,43,107,116,93
Reunion,T,44,112,100,98
Reunion,T,45,96,113,106
Reunion,T,46,96,82,101
Reunion,T,47,96,112,112
Reunion,T,48,83,90,101
Reunion,T,49,95,100,103
Reunion,T,50,74,80,87
Reunion,T,51,89,109,95
Reunion,T,52,94,120,108
Rumunia,T,1,5333,5784,5346
Rumunia,T,2,5201,6136,5376
Rumunia,T,3,5500,6256,5419
Rumunia,T,4,5490,6259,5350
Rumunia,T,5,5808,6215,5432
Rumunia,T,6,5668,5734,5433
Rumunia,T,7,5838,5497,5385
Rumunia,T,8,5859,5344,5211
Rumunia,T,9,6111,5508,5341
Rumunia,T,10,6152,5498,5182
Rumunia,T,11,5734,5445,5097
Rumunia,T,12,5427,5359,5032
Rumunia,T,13,5465,4922,5180
Rumunia,T,14,5300,5186,5190
Rumunia,T,15,5236,5094,5237
Rumunia,T,16,4774,4783,5126
Rumunia,T,17,4868,4860,5092
Rumunia,T,18,4675,5023,4861
Rumunia,T,19,4540,4696,4817
Rumunia,T,20,4637,4787,4870
Rumunia,T,21,4676,4770,4560
Rumunia,T,22,4861,4635,4559
Rumunia,T,23,4656,4660,4910
Rumunia,T,24,4658,4937,5079
Rumunia,T,25,4403,4919,4677
Rumunia,T,26,4194,4671,4827
Rumunia,T,27,4591,4834,5288
Rumunia,T,28,4699,4338,4900
Rumunia,T,29,4502,4424,4727
Rumunia,T,30,4505,4728,4951
Rumunia,T,31,4708,4473,5560
Rumunia,T,32,4689,4425,5318
Rumunia,T,33,4694,4485,5272
Rumunia,T,34,4542,4645,5169
Rumunia,T,35,4408,4517,5219
Rumunia,T,36,4349,4227,5074
Rumunia,T,37,4454,4319,5024
Rumunia,T,38,4520,4327,5067
Rumunia,T,39,4643,4699,5050
Rumunia,T,40,5194,4826,5382
Rumunia,T,41,5048,4757,5796
Rumunia,T,42,5318,4772,6215
Rumunia,T,43,5145,4720,6512
Rumunia,T,44,5140,4745,7010
Rumunia,T,45,4963,4906,7754
Rumunia,T,46,5082,4608,7992
Rumunia,T,47,5364,4685,8372
Rumunia,T,48,5291,4928,8515
Rumunia,T,49,5457,5014,8602
Rumunia,T,50,5461,5239,8172
Rumunia,T,51,5623,5013,7425
Rumunia,T,52,5768,5079,7425
Rosja,M,1,162054,169509,161007
Rosja,M,2,144109,149014,147290
Rosja,M,3,171527,156510,154923
Rosja,M,4,161242,146662,152500
Rosja,M,5,155393,152948,173282
Rosja,M,6,152104,144057,168436
Rosja,M,7,149905,145570,176450
Rosja,M,8,145335,144216,161630
Rosja,M,9,143231,144547,165759
Rosja,M,10,149686,149900,215818
Rosja,M,11,142788,143368,228544
Rosja,M,12,151536,152007,232948
Saint Kitts i Nevis,M,1,35,35,29
Saint Kitts i Nevis,M,2,27,52,31
Saint Kitts i Nevis,M,3,45,27,34
Saint Kitts i Nevis,M,4,32,29,27
Saint Kitts i Nevis,M,5,35,25,35
Saint Kitts i Nevis,M,6,27,29,37
Saint Kitts i Nevis,M,7,44,27,38
Saint Kitts i Nevis,M,8,38,26,28
Saint Kitts i Nevis,M,9,30,39,29
Saint Kitts i Nevis,M,10,33,28,34
Saint Kitts i Nevis,M,11,32,23,25
Saint Kitts i Nevis,M,12,26,26,32
San Marino,M,1,28,23,23
San Marino,M,2,19,15,26
San Marino,M,3,23,18,50
San Marino,M,4,19,26,31
San Marino,M,5,24,23,25
San Marino,M,6,11,24,29
San Marino,M,7,12,22,24
San Marino,M,8,22,22,21
San Marino,M,9,19,18,18
San Marino,M,10,24,17,25
San Marino,M,11,25,27,26
San Marino,M,12,18,16,45
Serbia,M,1,9296,10075,9886
Serbia,M,2,9771,9571,9205
Serbia,M,3,9824,9136,9050
Serbia,M,4,8203,8356,8625
Serbia,M,5,7778,8303,8602
Serbia,M,6,7403,8031,8325
Serbia,M,7,7877,7943,10023
Serbia,M,8,7920,7758,8730
Serbia,M,9,7620,7346,8123
Serbia,M,10,8702,8256,8353
Serbia,M,11,8288,8172,10835
Serbia,M,12,8973,8511,17321
Seszele,M,1,64,80,65
Seszele,M,2,58,67,61
Seszele,M,3,57,67,57
Seszele,M,4,77,67,59
Seszele,M,5,70,67,41
Seszele,M,6,72,55,52
Seszele,M,7,65,66,56
Seszele,M,8,61,47,50
Seszele,M,9,59,71,54
Seszele,M,10,90,63,43
Seszele,M,11,76,69,66
Seszele,M,12,69,76,64
Singapur,M,1,1931,1847,2091
Singapur,M,2,1662,1631,1762
Singapur,M,3,1778,1837,1891
Singapur,M,4,1668,1765,1913
Singapur,M,5,1829,1767,1874
Singapur,M,6,1748,1735,1761
Singapur,M,7,1791,1804,1759
Singapur,M,8,1806,1824,1860
Singapur,M,9,1655,1703,1751
Singapur,M,10,1773,1833,1770
Singapur,M,11,1703,1767,1771
Singapur,M,12,1938,1933,1851
Słowacja,T,1,1094,1105,1147
Słowacja,T,2,1150,1094,1109
Słowacja,T,3,1198,1176,1086
Słowacja,T,4,1095,1135,1107
Słowacja,T,5,1205,1224,1159
Słowacja,T,6,1159,1339,1101
Słowacja,T,7,1140,1252,1181
Słowacja,T,8,1292,1254,1088
Słowacja,T,9,1353,1208,1152
Słowacja,T,10,1357,1200,1131
Słowacja,T,11,1165,1110,1122
Słowacja,T,12,1111,1068,1187
Słowacja,T,13,1128,1025,1054
Słowacja,T,14,1051,986,1081
Słowacja,T,15,1070,1073,1003
Słowacja,T,16,944,984,957
Słowacja,T,17,906,1065,977
Słowacja,T,18,963,979,970
Słowacja,T,19,952,955,1005
Słowacja,T,20,1004,943,979
Słowacja,T,21,986,922,953
Słowacja,T,22,985,924,913
Słowacja,T,23,922,929,963
Słowacja,T,24,955,1086,981
Słowacja,T,25,891,996,899
Słowacja,T,26,922,924,937
Słowacja,T,27,946,910,982
Słowacja,T,28,970,876,973
Słowacja,T,29,969,947,948
Słowacja,T,30,1080,1025,957
Słowacja,T,31,1110,941,985
Słowacja,T,32,991,941,1065
Słowacja,T,33,931,858,963
Słowacja,T,34,961,963,960
Słowacja,T,35,940,1032,1023
Słowacja,T,36,999,894,969
Słowacja,T,37,952,936,1034
Słowacja,T,38,1019,943,963
Słowacja,T,39,1007,976,1042
Słowacja,T,40,995,980,1135
Słowacja,T,41,1022,943,1071
Słowacja,T,42,982,1020,1204
Słowacja,T,43,1043,941,1276
Słowacja,T,44,955,1001,1362
Słowacja,T,45,1030,989,1437
Słowacja,T,46,994,1003,1411
Słowacja,T,47,1021,986,1371
Słowacja,T,48,1036,994,1425
Słowacja,T,49,1009,969,1458
Słowacja,T,50,1034,1002,1553
Słowacja,T,51,1129,1053,1616
Słowacja,T,52,1014,1036,1793
Słowenia,T,1,401,469,420
Słowenia,T,2,411,488,426
Słowenia,T,3,398,481,430
Słowenia,T,4,425,477,455
Słowenia,T,5,457,515,476
Słowenia,T,6,419,507,449
Słowenia,T,7,490,474,502
Słowenia,T,8,476,480,441
Słowenia,T,9,512,471,431
Słowenia,T,10,465,411,425
Słowenia,T,11,479,457,437
Słowenia,T,12,443,426,443
Słowenia,T,13,431,381,390
Słowenia,T,14,421,412,383
Słowenia,T,15,390,344,424
Słowenia,T,16,390,402,433
Słowenia,T,17,400,388,392
Słowenia,T,18,345,367,356
Słowenia,T,19,367,358,381
Słowenia,T,20,348,393,354
Słowenia,T,21,353,395,405
Słowenia,T,22,366,344,330
Słowenia,T,23,360,313,345
Słowenia,T,24,338,345,377
Słowenia,T,25,354,367,374
Słowenia,T,26,317,331,408
Słowenia,T,27,322,349,371
Słowenia,T,28,318,327,328
Słowenia,T,29,374,351,352
Słowenia,T,30,364,407,369
Słowenia,T,31,399,364,393
Słowenia,T,32,390,380,370
Słowenia,T,33,337,345,392
Słowenia,T,34,381,385,353
Słowenia,T,35,365,340,341
Słowenia,T,36,358,333,370
Słowenia,T,37,391,388,393
Słowenia,T,38,382,342,421
Słowenia,T,39,342,366,354
Słowenia,T,40,390,379,412
Słowenia,T,41,371,387,415
Słowenia,T,42,371,383,441
Słowenia,T,43,417,369,514
Słowenia,T,44,393,333,595
Słowenia,T,45,348,385,624
Słowenia,T,46,392,404,739
Słowenia,T,47,384,362,731
Słowenia,T,48,406,359,792
Słowenia,T,49,407,436,801
Słowenia,T,50,422,444,784
Słowenia,T,51,427,437,717
Słowenia,T,52,421,396,686
Afryka Południowa,T,1,10251,9792,10454
Afryka Południowa,T,2,9499,9595,9678
Afryka Południowa,T,3,9276,9556,9254
Afryka Południowa,T,4,8653,8907,8626
Afryka Południowa,T,5,9014,9065,9415
Afryka Południowa,T,6,9158,9465,10095
Afryka Południowa,T,7,8860,9098,9279
Afryka Południowa,T,8,8864,9039,9311
Afryka Południowa,T,9,9181,9479,9019
Afryka Południowa,T,10,9427,9670,9836
Afryka Południowa,T,11,9093,9171,9398
Afryka Południowa,T,12,9321,9153,9116
Afryka Południowa,T,13,9690,9289,9043
Afryka Południowa,T,14,10125,9633,8772
Afryka Południowa,T,15,9414,9636,8764
Afryka Południowa,T,16,9591,9398,8616
Afryka Południowa,T,17,9779,9891,8429
Afryka Południowa,T,18,10123,10225,8479
Afryka Południowa,T,19,10420,10462,8939
Afryka Południowa,T,20,10525,10180,9068
Afryka Południowa,T,21,10193,10372,9275
Afryka Południowa,T,22,10888,10946,9816
Afryka Południowa,T,23,11834,11814,10508
Afryka Południowa,T,24,11521,11995,11007
Afryka Południowa,T,25,11600,12395,12397
Afryka Południowa,T,26,11254,11834,12986
Afryka Południowa,T,27,11990,11641,13961
Afryka Południowa,T,28,10908,11219,15241
Afryka Południowa,T,29,11223,10608,16709
Afryka Południowa,T,30,10309,10732,16559
Afryka Południowa,T,31,10648,10903,15635
Afryka Południowa,T,32,10744,11020,14191
Afryka Południowa,T,33,10689,10651,12735
Afryka Południowa,T,34,10124,10260,12388
