NazwaKraju,Mies./tyg.,NrOkresu,Zgony2018,Zgony2019,Zgony2021
Szwajcaria,T,9,1636,1527,1281
Szwajcaria,T,10,1532,1452,1287
Szwajcaria,T,11,1482,1379,1229
Szwajcaria,T,12,1380,1351,1271
Szwajcaria,T,13,1348,1322,1244
Szwajcaria,T,14,1339,1382,1259
Szwajcaria,T,15,1300,1222,1253
Szwajcaria,T,16,1229,1308,1251
Szwajcaria,T,17,1147,1233,1276
Szwajcaria,T,18,1226,1256,1219
Szwajcaria,T,19,1200,1266,1259
Szwajcaria,T,20,1117,1218,1191
Szwajcaria,T,21,1223,1271,1209
Szwajcaria,T,22,1159,1245,1217
Szwajcaria,T,23,1178,1251,1111
Szwajcaria,T,24,1119,1171,1201
Szwajcaria,T,25,1127,1210,1191
Szwajcaria,T,26,1181,1243,1190
Szwajcaria,T,27,1152,1258,1171
Szwajcaria,T,28,1078,1225,1184
Szwajcaria,T,29,1223,1206,1220
Szwajcaria,T,30,1222,1260,1166
Szwajcaria,T,31,1264,1139,1170
Szwajcaria,T,32,1222,1138,1318
Szwajcaria,T,33,1187,1142,1255
Szwajcaria,T,34,1145,1252,1241
Szwajcaria,T,35,1206,1147,1337
Szwajcaria,T,36,1178,1172,1339
Szwajcaria,T,37,1230,1252,1347
Szwajcaria,T,38,1177,1296,1309
Szwajcaria,T,39,1212,1237,1320
Szwajcaria,T,40,1225,1234,1249
Szwajcaria,T,41,1233,1278,1313
Szwajcaria,T,42,1211,1298,1337
Szwajcaria,T,43,1233,1307,1375
Szwajcaria,T,44,1272,1224,1319
Szwajcaria,T,45,1263,1264,1430
Szwajcaria,T,46,1248,1365,1516
Szwajcaria,T,47,1280,1331,1591
Szwajcaria,T,48,1321,1375,1719
Szwajcaria,T,49,1389,1218,1793
Szwajcaria,T,50,1356,1367,1712
Szwajcaria,T,51,1322,1401,1589
Szwajcaria,T,52,1349,1329,1638
Tajwan,M,1,16761,16622,16332
Tajwan,M,2,14493,13352,14856
Tajwan,M,3,17200,15171,16438
Tajwan,M,4,13988,14996,14276
Tajwan,M,5,14328,14655,15108
Tajwan,M,6,13043,13302,16639
Tajwan,M,7,14372,15854,15523
Tajwan,M,8,14162,13983,14952
Tajwan,M,9,12886,13866,13894
Tajwan,M,10,14922,15350,14415
Tajwan,M,11,13680,13739,15560
Tajwan,M,12,12949,15406,15739
Tajlandia,M,1,44867,45329,46685
Tajlandia,M,2,38000,38208,38228
Tajlandia,M,3,38987,40742,46748
Tajlandia,M,4,39660,47966,42435
Tajlandia,M,5,38708,44240,45387
Tajlandia,M,6,36867,37700,43522
Tajlandia,M,7,39105,42888,48944
Tajlandia,M,8,40663,38992,57125
Tajlandia,M,9,37147,41737,48129
Tajlandia,M,10,41876,43589,46448
Tajlandia,M,11,39332,40480,48892
Tajlandia,M,12,38329,44340,51107
Naddniestrze,M,1,626,728,902
Naddniestrze,M,2,587,592,654
Naddniestrze,M,3,683,568,887
Naddniestrze,M,4,545,531,862
Naddniestrze,M,5,602,629,684
Naddniestrze,M,6,502,528,642
Naddniestrze,M,7,446,548,559
Naddniestrze,M,8,533,524,519
Naddniestrze,M,9,468,510,591
Naddniestrze,M,10,617,578,808
Naddniestrze,M,11,533,524,1081
Naddniestrze,M,12,585,550,791
Tunezja,M,1,7208,7555,9766
Tunezja,M,2,6406,6974,6781
Tunezja,M,3,6434,6510,6840
Tunezja,M,4,5241,5545,8267
Tunezja,M,5,4822,5014,7515
Tunezja,M,6,4569,5222,7774
Tunezja,M,7,5609,5646,11892
Tunezja,M,8,4980,5642,8249
Ukraina,M,1,53851,62196,57721
Ukraina,M,2,47088,47891,51391
Ukraina,M,3,54088,49177,64938
Ukraina,M,4,48567,47879,68621
Ukraina,M,5,50627,53791,57293
Ukraina,M,6,43796,43396,49077
Ukraina,M,7,46350,47930,46851
Ukraina,M,8,45245,42359,43538
Ukraina,M,9,41870,41914,48425
Ukraina,M,10,52999,50245,74282
Ukraina,M,11,50623,46986,87862
Ukraina,M,12,52561,47350,64264
Wielka Brytania,T,1,14699,12421,20039
Wielka Brytania,T,2,17429,14484,20035
Wielka Brytania,T,3,16351,13543,20709
Wielka Brytania,T,4,15970,13282,20489
Wielka Brytania,T,5,15084,12798,19160
Wielka Brytania,T,6,14104,13220,17148
Wielka Brytania,T,7,13924,13346,15583
Wielka Brytania,T,8,13752,12876,14290
Wielka Brytania,T,9,12188,12476,13115
Wielka Brytania,T,10,14857,12394,12471
Wielka Brytania,T,11,14366,12017,11678
Wielka Brytania,T,12,13397,11794,11449
Wielka Brytania,T,13,11308,11259,9461
Wielka Brytania,T,14,12269,11442,10401
Wielka Brytania,T,15,13841,11661,10474
Wielka Brytania,T,16,12639,10240,11358
Wielka Brytania,T,17,11595,11452,11023
Wielka Brytania,T,18,11535,12693,9210
Wielka Brytania,T,19,9820,10359,11566
Wielka Brytania,T,20,11386,11717,11221
Wielka Brytania,T,21,10973,11652,10991
Wielka Brytania,T,22,9395,9531,9115
Wielka Brytania,T,23,11257,11460,11619
Wielka Brytania,T,24,10533,10751,10826
Wielka Brytania,T,25,10511,10806,10064
Wielka Brytania,T,26,10528,10822,10175
Wielka Brytania,T,27,10564,10325,11137
Wielka Brytania,T,28,10467,10511,11055
Wielka Brytania,T,29,10349,10323,11176
Wielka Brytania,T,30,10355,10422,11583
Wielka Brytania,T,31,10408,10563,11602
Wielka Brytania,T,32,10541,10405,11802
Wielka Brytania,T,33,10091,10403,11527
Wielka Brytania,T,34,10199,10275,11696
Wielka Brytania,T,35,9045,9477,10317
Wielka Brytania,T,36,10680,10918,12542
Wielka Brytania,T,37,10496,10891,12642
Wielka Brytania,T,38,10498,10791,12263
Wielka Brytania,T,39,10458,10952,12145
Wielka Brytania,T,40,10867,11112,12505
Wielka Brytania,T,41,11047,11403,12859
Wielka Brytania,T,42,11176,11624,12944
Wielka Brytania,T,43,10885,11413,12649
Wielka Brytania,T,44,10866,11566,13219
Wielka Brytania,T,45,11587,12177,13791
Wielka Brytania,T,46,11551,12145,13755
Wielka Brytania,T,47,11286,12470,13166
Wielka Brytania,T,48,11388,12454,13370
Wielka Brytania,T,49,11685,12272,13624
Wielka Brytania,T,50,12078,12852,14122
Wielka Brytania,T,51,12647,13565,14697
Wielka Brytania,T,52,8384,8727,9805
Stany Zjednoczone,T,1,66320,58466,87095
Stany Zjednoczone,T,2,67672,58515,87431
Stany Zjednoczone,T,3,64823,58359,83676
Stany Zjednoczone,T,4,62927,58037,79198
Stany Zjednoczone,T,5,61128,58279,76503
Stany Zjednoczone,T,6,61247,58655,71517
Stany Zjednoczone,T,7,59937,58123,69510
Stany Zjednoczone,T,8,57943,58136,66744
Stany Zjednoczone,T,9,56833,58080,63693
Stany Zjednoczone,T,10,57228,58675,61882
Stany Zjednoczone,T,11,56466,58027,60393
Stany Zjednoczone,T,12,55920,57221,60813
Stany Zjednoczone,T,13,55046,56779,58697
Stany Zjednoczone,T,14,55423,56719,60997
Stany Zjednoczone,T,15,55354,55638,59152
Stany Zjednoczone,T,16,54155,54593,60278
Stany Zjednoczone,T,17,53848,53775,59849
Stany Zjednoczone,T,18,53875,54123,59000
Stany Zjednoczone,T,19,52221,53605,58461
Stany Zjednoczone,T,20,50741,53687,58759
Stany Zjednoczone,T,21,51057,53829,57328
Stany Zjednoczone,T,22,51163,52861,57449
Stany Zjednoczone,T,23,52127,53300,57172
Stany Zjednoczone,T,24,51515,52796,57231
Stany Zjednoczone,T,25,51224,52426,56932
Stany Zjednoczone,T,26,50996,52327,57508
Stany Zjednoczone,T,27,51814,52509,57207
Stany Zjednoczone,T,28,51340,52079,57234
Stany Zjednoczone,T,29,50733,51801,58455
Stany Zjednoczone,T,30,50425,51805,60288
Stany Zjednoczone,T,31,50800,51549,63776
Stany Zjednoczone,T,32,51135,51859,67015
Stany Zjednoczone,T,33,50423,51134,69962
Stany Zjednoczone,T,34,50582,51151,72173
Stany Zjednoczone,T,35,50746,51298,73516
Stany Zjednoczone,T,36,50433,51960,73707
Stany Zjednoczone,T,37,51215,51750,73281
Stany Zjednoczone,T,38,51714,51917,72152
Stany Zjednoczone,T,39,51100,52878,71330
Stany Zjednoczone,T,40,52489,52683,69091
Stany Zjednoczone,T,41,51976,53223,67517
Stany Zjednoczone,T,42,53115,54442,67046
Stany Zjednoczone,T,43,53883,54156,66471
Stany Zjednoczone,T,44,53771,54215,66600
Stany Zjednoczone,T,45,53695,55806,67800
Stany Zjednoczone,T,46,54824,56044,67295
Stany Zjednoczone,T,47,54983,56321,68312
Stany Zjednoczone,T,48,55214,55608,70516
Stany Zjednoczone,T,49,56100,57420,72511
Stany Zjednoczone,T,50,56533,57782,71661
Stany Zjednoczone,T,51,56674,57585,72653
Stany Zjednoczone,T,52,56168,58627,74665
Urugwaj,M,1,2525,2720,3140
Urugwaj,M,2,2231,2318,1877
Urugwaj,M,3,2518,2641,3115
Urugwaj,M,4,2458,2580,4467
Urugwaj,M,5,2746,2904,4808
Urugwaj,M,6,3210,3005,4437
Urugwaj,M,7,3392,3720,3702
Urugwaj,M,8,3721,3515,3372
Urugwaj,M,9,3282,3206,3068
Urugwaj,M,10,2885,2916,2766
Urugwaj,M,11,2652,2659,2804
Urugwaj,M,12,2508,2623,3043
Uzbekistan,M,1,10089,11329,11921
Uzbekistan,M,2,13645,13018,14702
Uzbekistan,M,3,13972,12540,13603
Uzbekistan,M,4,12983,13143,12432
Uzbekistan,M,5,13263,13158,12440
Uzbekistan,M,6,11610,11045,14629
Uzbekistan,M,7,14219,14777,17670
Uzbekistan,M,8,11868,12292,21208
Uzbekistan,M,9,10950,10851,13456
Uzbekistan,M,10,12144,11948,13701
Uzbekistan,M,11,12667,12273,12981
Uzbekistan,M,12,17503,18196,15797
